ticker,company_name,data_available,has_extract_adapter
6469,放電精密,False,True
6479,ミネベアミツミ,False,True
6480,日トムソン,True,True
6482,ＹＵＳＨＩＮ,True,True
6489,前沢工,True,True
6494,ＮＦＫ－ＨＤ,True,True
6496,中北製作所,True,True
6501,日立,True,True
6503,三菱電,True,True
6505,東洋電,True,True
6506,安川電,True,True
6507,シンフォニア,True,True
6508,明電舎,False,True
6516,山洋電気,True,True
6521,Ｇ－オキサイド,True,True
6522,Ｇ－アスタリスク,False,True
6523,ＰＨＣＨＤ,False,True
6524,湖北工業,False,True
6526,ソシオネクスト,False,True
6539,ＭＳ－Ｊａｐａｎ,False,True
6540,船場,True,True
6542,ＦＣＨＤ,True,True
6544,ＪＥＳＨＤ,False,True
6546,フルテック,False,True
6548,Ｇ－旅工房,False,True
6549,ディーエムソリュ,False,True
6554,Ｇ－エスユーエス,False,True
6555,ＭＳコンサル,True,True
6561,Ｇ－ＨＡＮＡＴＯＵＲ,False,True
6562,Ｇ－ジーニー,False,True
6568,Ｇ－神戸天然物化学,True,True
6574,Ｇ－コンヴァノ,False,True
6577,Ｇ－ベストワンドット,False,True
6578,コレックＨＤ,True,True
6590,芝浦,True,True
6596,Ｐ－筑波精工,False,True
6613,Ｇ－ＱＤレーザ,False,True
6614,シキノハイテック,False,True
6617,東光高岳,True,True
6619,ＷＳＣＯＰＥ,False,True
6622,ダイヘン,True,True
6632,ＪＶＣＫＷ,True,True
6637,寺崎電気,True,True
6645,オムロン,False,True
6647,森尾電,True,True
6648,かわでん,True,True
6652,ＩＤＥＣ,True,True
6653,正興電機製作所,True,True
6654,不二電機工業,False,True
6656,ＩＮＳＰＥＣ,True,True
6659,メディアリンクス,False,True
6668,アドテック　プラズマ,True,True
6670,ＭＣＪ,False,True
6675,サクサ,False,True
6696,Ｇ－トラースＯＰ,False,True
6701,ＮＥＣ,False,True
6702,富士通,True,True
6703,ＯＫＩ,False,True
6706,電気興,True,True
6721,ウインテスト,False,True
6728,アルバック,True,True
6730,アクセル,True,True
6736,サン電子,False,True
6741,日信号,True,True
6742,京三製,True,True
6743,大同信号,True,True
6744,能美防災,True,True
6745,ホーチキ,True,True
6748,星和電機,False,True
6752,パナソニックＨＤ,False,True
6754,アンリツ,True,True
6763,帝通工,True,True
6772,コスモス電,False,True
6775,ＴＢグループ,False,True
6777,ｓａｎｔｅｃＨＤ,False,True
6797,名古屋電機工業,True,True
6798,ＳＭＫ,False,True
6806,ヒロセ電,False,True
6817,スミダ,False,True
6822,大井電気,True,True
6835,アライドＨＤ,False,True
6838,多摩川ＨＤ,True,True
6840,ＡＫＩＢＡ,False,True
6841,横河電,True,True
6845,アズビル,True,True
6846,中央製,True,True
6850,チノー,True,True
6853,共和電,True,True
6858,小野測器,True,True
6859,エスペック,True,True
6862,ミナトＨＤ,False,True
6863,ニレコ,True,True
6864,エヌエフＨＤ,False,True
6866,日置電,True,True
6870,日本フェンオール,True,True
6871,日マイクロニクス,True,True
6877,ＯＢＡＲＡ－Ｇ,True,True
6882,三社電機製作所,False,True
6888,アクモス,True,True
6894,パルステック,True,True
6899,ＡＳＴＩ,False,True
6905,コーセル,True,True
6914,オプテックスグループ,False,True
6926,ＯＫＡＹＡ,True,True
6946,日アビオ,True,True
6947,図研,True,True
6954,ファナック,True,True
6966,三井ハイテク,False,True
6971,京セラ,True,True
6976,太陽誘電,True,True
6977,日抵抗器,True,True
6981,村田製,True,True
6982,リード,False,True
6989,北電工業,False,True
6994,指月電,False,True
6999,ＫＯＡ,True,True
7003,三井Ｅ＆Ｓ,True,True
7004,カナデビア,True,True
7011,三菱重,True,True
7012,川崎重,True,True
7013,ＩＨＩ,True,True
7014,名村造船,True,True
7018,内海造,True,True
7021,ニッチツ,True,True
7022,サノヤスＨＤ,True,True
7030,スプリックス,False,True
7033,ＭＳＯＬ,False,True
7035,ａｎｆａｃ,False,True
7036,Ｇ－イーエムネットＪ,False,True
7037,テノ．,False,True
7038,フロンティアＭ,True,True
7043,Ｇ－アルー,False,True
7044,ピアラ,False,True
7047,Ｇ－ポート,False,True
7048,Ｇ－ベルトラ,False,True
7049,Ｇ－識学,False,True
7050,Ｇ－フロンティアＩ,False,True
7057,エヌ・シー・エヌ,False,True
7059,コプロＨＤ,False,True
7060,ギークス,False,True
7069,Ｇ－サイバー・バズ,False,True
7071,アンビス,False,True
7073,Ｇ－ジェイック,False,True
7080,Ｇ－スポーツフィール,False,True
7082,Ｇ－ジモティー,False,True
7088,フォーラムエンジニア,False,True
7089,Ｇ－フォースタ,False,True
7090,Ｇ－リグア,False,True
7092,ＦＦＪ,False,True
7095,ＭａｃｂｅｅＰ,False,True
7102,日車輌,True,True
7105,三菱ロジスネクスト,False,True
7112,Ｇ－キューブ,False,True
7120,ＳＨＩＮＫＯ,False,True
7122,近畿車輌,True,True
7126,グローバルスタイル,True,True
7128,フルサト・マルカＨＤ,False,True
7131,のむら産業,False,True
7148,ＦＰＧ,False,True
7164,全国保証,False,True
7172,ＪＩＡ,False,True
7183,あんしん保証,False,True
7187,ジェイリース,False,True
7199,プレミアグループ,False,True
7224,新明和工,True,True
7226,極東開,False,True
7236,ティラド,False,True
7245,大同メタル,True,True
7255,桜井製作,False,True
7270,ＳＵＢＡＲＵ,False,True
7284,盟和産,False,True
7296,ＦＣＣ,False,True
7317,Ｇ－松屋Ｒ＆Ｄ,False,True
7318,Ｇ－セレンディップ,False,True
7320,Ｇ－Ｓｏｌｖｖｙ,False,True
7325,Ｇ－アイリック,False,True
7347,マーキュリアＨＤ,False,True
7353,Ｇ－ＫＩＹＯ,False,True
7354,ＤｍＭｉＸ,False,True
7358,ポピンズ,False,True
7359,Ｇ－東京通信Ｇ,False,True
7360,Ｇ－オンデック,False,True
7361,Ｇ－ＨＣＨ,False,True
7362,Ｇ－Ｔ．Ｓ．Ｉ,False,True
7368,表示灯,False,True
7369,Ｇ－メイホーＨＤ,True,True
7370,Ｇ－Ｅｎｊｉｎ,True,True
7373,Ｇ－アイドマＨＤ,True,True
7374,Ｇ－コンフィデンスＩ,False,True
7375,Ｇ－リファインバスＧ,False,True
7377,ＤＮホールディングス,True,True
7378,Ｇ－アシロ,False,True
7388,ＦＰパートナー,False,True
7409,Ｇ－ＡｅｒｏＥｄｇｅ,True,True
7414,小野建,False,True
7433,伯東,False,True
7438,コンドーテック,True,True
7446,東北化学,False,True
7447,ナガイレーベ,False,True
7461,キムラ,False,True
7466,ＳＰＫ,False,True
7486,サンリン,False,True
7488,ヤガミ,False,True
7500,西川計測,True,True
7502,プラザＨＤ,False,True
7505,扶桑電通,True,True
7518,ネットワン,True,True
7525,リックス,True,True
7567,栄電子,True,True
7571,ヤマノＨＤ,False,True
7578,ニチリョク,False,True
7593,ＶＴＨＤ,False,True
7615,京都きもの友禅ＨＤ,False,True
7637,白銅,False,True
7638,ＮＥＷ　ＡＲＴ,True,True
7670,オーウエル,False,True
7673,ダイコー通産,False,True
7681,レオクラン,False,True
7685,Ｇ－ＢＵＹＳＥＬＬ,False,True
7686,ひとまいる,False,True
7695,Ｇ－交換できるくん,False,True
7701,島津製,False,True
7709,クボテック,True,True
7711,助川電気,True,True
7717,Ｖテク,True,True
7718,スター精密,False,True
7719,東京衡機,True,True
7721,東京計器,True,True
7722,国際計測,True,True
7723,愛知時,False,True
7725,インターアクション,True,True
7726,黒田精工,True,True
7727,オーバル,True,True
7729,東精密,True,True
7734,理計器,True,True
7744,ノーリツ鋼機,False,True
7745,Ａ＆ＤホロンＨＤ,True,True
7746,岡本硝子,False,True
7752,リコー,False,True
7760,ＩＭＶ,True,True
7762,シチズン時計,False,True
7769,リズム,False,True
7771,日本精密,True,True
7776,Ｇ－セルシード,False,True
7791,ドリームベッド,False,True
7793,Ｇ－イメージマジック,False,True
7794,Ｇ－イーディーピー,False,True
7803,Ｇ－ブシロード,False,True
7804,ビーアンドピー,False,True
7808,ＣＳランバー,True,True
7809,壽屋,False,True
7820,ニホンフラッシュ,False,True
7826,フルヤ金属,False,True
7827,オービス,True,True
7837,アールシーコア,True,True
7839,ＳＨＯＥＩ,True,True
7850,総合商研,False,True
7886,ヤマトモビＭｆｇ,False,True
7901,マツモト,True,True
7908,ＫＩＭＯＴＯ,False,True
7914,共同印,False,True
7917,ＺＡＣＲＯＳ,False,True
7927,ムトー精工,False,True
7940,ウェーブロックＨＤ,False,True
7943,ニチハ,False,True
7944,ローランド,False,True
7949,小松ウオール,True,True
7963,興研,False,True
7966,リンテック,False,True
7972,イトーキ,False,True
7983,ミロク,False,True
7985,ネポン,False,True
7987,ナカバヤシ,False,True
7994,オカムラ,False,True
7995,バルカー,True,True
7997,くろがね工作所,False,True
8007,高島,False,True
8020,兼松,False,True
8023,ＤＡＩＫＯＸＴ,True,True
8025,ツカモト,False,True
8029,ルックＨＤ,False,True
8052,椿本興,True,True
8056,ＢＩＰＲＯＧＹ,False,True
8058,三菱商事,False,True
8060,キヤノンＭＪ,True,True
8061,西華産,False,True
8066,三谷商,False,True
8071,東海エレ,False,True
8084,ＲＹＯＤＥＮ,False,True
8085,ナラサキ,False,True
8086,ニプロ,False,True
8089,ナイス,False,True
8101,ＧＳＩクレオス,False,True
8105,堀田丸正,False,True
8137,サンワテクノス,True,True
8147,トミタ,False,True
8151,東陽テクニカ,True,True
8157,都築電気,True,True
8158,ソーダニッカ,False,True
8174,日瓦斯,False,True
8214,ＡＯＫＩ　ＨＤ,False,True
8225,タカチホ,False,True
8226,理経,False,True
8233,高島屋,False,True
8237,松屋,False,True
8252,丸井Ｇ,False,True
8285,三谷産業,True,True
8304,あおぞら,False,True
8308,りそなＨＤ,False,True
8410,セブン銀行,False,True
8424,芙蓉リース,False,True
8425,みずほリース,False,True
8511,日証金,False,True
8515,アイフル,False,True
8566,リコーリース,False,True
8585,オリコ,False,True
8594,中道リース,True,True
8596,九州リースサービス,False,True
8601,大和証Ｇ,False,True
8705,日産証券グループ,False,True
8715,アニコム　ＨＤ,False,True
8750,第一生命ＨＤ,False,True
8771,Ｅギャランティ,False,True
8783,ａｂｃ,False,True
8793,ＮＥＣキャピ,False,True
8795,Ｔ＆ＤＨＤ,False,True
8801,三井不,False,True
8804,東建物,False,True
8830,住友不,True,True
8835,太平洋発,False,True
8844,コスモスイニシア,False,True
8848,レオパレス２１,True,True
8850,スターツ,True,True
8860,フジ住宅,False,True
8869,明和地所,False,True
8871,ゴールドクレ,False,True
8881,日神グループＨＤ,True,True
8887,シーラＨＤ,False,True
8891,ＡＭＧＨＤ,False,True
8892,エスコン,False,True
8894,ＲＥＶＯＬＵＴＩＯＮ,False,True
8897,ミラースＨＤ,False,True
8904,ＡＶＡＮＴＩＡ,True,True
8917,ファースト住建,False,True
8919,カチタス,False,True
8923,トーセイ,False,True
8927,明豊エンター,False,True
8928,穴吹興産,False,True
8929,青山財産,False,True
8931,和田興産,False,True
8934,サンフロンティア,False,True
8935,ＦＪネクストＨＤ,True,True
9005,東急,False,True
9006,京急,False,True
9028,ゼロ,False,True
9031,西鉄,False,True
9034,南総通運,False,True
9035,第一交通,False,True
9041,近鉄ＧＨＤ,False,True
9048,名鉄,False,True
9051,センコン物流,True,True
9073,京極運輸,False,True
9076,セイノーＨＤ,False,True
9081,神奈中交,False,True
9085,中央バス,False,True
9143,ＳＧホールディングス,False,True
9159,Ｇ－ＷＴＯＫＹＯ,False,True
9160,ノバレーゼ,True,True
9161,ＩＤ＆ＥＨＤ,True,True
9165,Ｇ－クオルテック,False,True
9170,成友興業,True,True
9213,セイファート,False,True
9216,ビーウィズ,True,True
9218,Ｇ－メンタルヘルスＴ,False,True
9226,Ｐ－アイガー,True,True
9227,Ｇ－マイクロ波化学,False,True
9229,サンウェルズ,False,True
9232,パスコ,True,True
9233,アジア航測,True,True
9235,Ｇ－売れるネットＧ,False,True
9236,Ｇ－ジャパンＭ＆Ａ,False,True
9237,Ｇ－笑美面,False,True
9245,Ｇ－リベロ,False,True
9248,人・夢・技術Ｇ,True,True
9249,日本エコシステム,False,True
9253,Ｇ－スローガン,False,True
9254,Ｇ－ラバブルマーケ,False,True
9256,Ｇ－サクシード,False,True
9264,ポエック,True,True
9270,Ｇ－バリュエンスＨＤ,False,True
9272,Ｇ－ブティックス,False,True
9282,Ｉ－いちごグリーン,False,True
9287,Ｉ－ＪＩＦ,False,True
9311,アサガミ,False,True
9322,川西倉庫,False,True
9326,Ｇ－関通,False,True
9330,Ｇ－揚羽,False,True
9336,大栄環境,False,True
9337,Ｇ－トリドリ,False,True
9339,コーチ・エィ,True,True
9340,アソインター,False,True
9341,ＧＥＮＯＶＡ,False,True
9344,Ｇ－アクシスＣ,False,True
9348,Ｇ－ｉｓｐａｃｅ,False,True
9364,上組,False,True
9376,ユーラシア,False,True
9412,スカパーＪＳＡＴ,False,True
9419,ワイヤレスゲート,False,True
9432,ＮＴＴ,False,True
9449,ＧＭＯ,False,True
9450,ファイバーゲート,True,True
9506,東北電力,True,True
9519,レノバ,False,True
9522,Ｇ－リニューアブルＪ,False,True
9532,大瓦斯,False,True
9551,メタウォーター,True,True
9552,クオンツ総研ＨＤ,False,True
9554,Ｇ－ＡＶｉＣ,False,True
9558,Ｇ－ジャパニアス,False,True
9561,Ｇ－グラッドキューブ,False,True
9562,Ｇ－ビジネスコーチ,False,True
9563,Ｇ－Ａｔｌａｓ,False,True
9564,ＦＣＥ,False,True
9600,アイネット,False,True
9610,ウィルソンＷＬＷ,True,True
9613,ＮＴＴデータグループ,True,True
9619,イチネンＨＤ,False,True
9621,建設技研,True,True
9622,スペース,True,True
9647,協和コンサル,True,True
9651,日プロ,False,True
9658,ビジ太田昭和,True,True
9663,ナガワ,False,True
9682,ＤＴＳ,True,True
9686,東洋テック,False,True
9692,シーイーシー,True,True
9698,クレオ,False,True
9702,アイエスビー,False,True
9709,ＮＣＳ＆Ａ,False,True
9716,乃村工芸,True,True
9719,ＳＣＳＫ,True,True
9739,ＮＳＷ,True,True
9743,丹青社,True,True
9744,メイテックＧＨＤ,False,True
9749,富士ソフト,True,True
9755,応用地質,True,True
9757,船井総研ＨＤ,True,True
9761,東海リース,False,True
9765,オオバ,True,True
9768,いであ,True,True
9788,ナック,False,True
9791,ビケンテクノ,False,True
9812,テーオーＨＤ,False,True
9827,リリカラ,False,True
9831,ヤマダＨＤ,False,True
9845,パーカー,True,True
9857,英和,False,True
9889,ＪＢＣＣ　ＨＤ,False,True
9906,藤井産業,False,True
9913,日邦産業,False,True
9941,太洋物産,False,True
9960,東テク,True,True
9991,ジェコス,False,True
