pair_id,leader_code,leader_name,follower_code,follower_name,pair_type,relationship,dependency_pct,via_code,via_name,source
D_NVDA_5803,NVDA,NVIDIA,5803,フジクラ,direct,光通信ケーブル・データセンター光配線,0.0,,,llm_web_survey
D_NVDA_5801,NVDA,NVIDIA,5801,古河電工,direct,光ファイバー・データセンター接続,0.0,,,llm_web_survey
D_NVDA_6597,NVDA,NVIDIA,6597,HPCシステムズ,direct,NVIDIA GPU搭載システム開発・販売(エリートパートナー),0.0,,,llm_web_survey
D_NVDA_5885,NVDA,NVIDIA,5885,ジーデップ・アドバンス,direct,AI・画像処理システム(クラウドパートナー),0.0,,,llm_web_survey
D_TSM_8035,TSM,TSMC,8035,東京エレクトロン,direct,前工程製造装置(コータ/デベロッパ・エッチャー),0.0,,,llm_web_survey
D_TSM_7735,TSM,TSMC,7735,SCREENホールディングス,direct,洗浄装置,0.0,,,llm_web_survey
D_TSM_6146,TSM,TSMC,6146,ディスコ,direct,ダイシング・研削装置(TSMC表彰受賞),0.0,,,llm_web_survey
D_TSM_6920,TSM,TSMC,6920,レーザーテック,direct,EUVマスク検査装置(独占),0.0,,,llm_web_survey
D_TSM_4063,TSM,TSMC,4063,信越化学工業,direct,シリコンウエハ・フォトレジスト(世界トップ・TSMC表彰),0.0,,,llm_web_survey
D_TSM_3436,TSM,TSMC,3436,SUMCO,direct,シリコンウエハ,0.0,,,llm_web_survey
D_TSM_4186,TSM,TSMC,4186,東京応化工業,direct,フォトレジスト,0.0,,,llm_web_survey
D_TSM_7741,TSM,TSMC,7741,HOYA,direct,マスクブランクス,0.0,,,llm_web_survey
D_TSM_5201,TSM,TSMC,5201,AGC,direct,EUVマスクブランクス,0.0,,,llm_web_survey
D_TSM_6266,TSM,TSMC,6266,タツモ,direct,塗布装置(TSMC向け),0.0,,,llm_web_survey
D_TSM_4971,TSM,TSMC,4971,メック,direct,基板表面処理薬品(TSMC向け),0.0,,,llm_web_survey
D_TSM_6383,TSM,TSMC,6383,ダイフク,direct,クリーンルーム搬送装置(TSMC熊本工場向け・世界トップ),0.0,,,llm_web_survey
D_AMD_6857,AMD,AMD,6857,アドバンテスト,direct,テスト装置,0.0,,,llm_web_survey
D_AMD_4062,AMD,AMD,4062,イビデン,direct,パッケージ基板,0.0,,,llm_web_survey
D_MU_8035,MU,Micron,8035,東京エレクトロン,direct,DRAM/NAND製造装置,0.0,,,llm_web_survey
D_MU_3436,MU,Micron,3436,SUMCO,direct,シリコンウエハ,0.0,,,llm_web_survey
D_MU_6857,MU,Micron,6857,アドバンテスト,direct,メモリテスト,0.0,,,llm_web_survey
D_005930.KS_8035,005930.KS,Samsung,8035,東京エレクトロン,direct,製造装置,0.0,,,llm_web_survey
D_005930.KS_4063,005930.KS,Samsung,4063,信越化学工業,direct,ウエハ・レジスト,0.0,,,llm_web_survey
D_005930.KS_6146,005930.KS,Samsung,6146,ディスコ,direct,ダイシング装置,0.0,,,llm_web_survey
D_WDC_285A,WDC,Western Digital,285A,キオクシアホールディングス,direct,NAND合弁パートナー(旧東芝メモリ),0.0,,,llm_web_survey
D_7203_6902,7203,トヨタ,6902,デンソー,direct,熱・電装・パワトレ(売上50%超),50.0,,,llm_web_survey
D_7203_7259,7203,トヨタ,7259,アイシン,direct,AT/ドライブトレイン,0.0,,,llm_web_survey
D_7203_6201,7203,トヨタ,6201,豊田自動織機,direct,フォークリフト+車両組立受託,0.0,,,llm_web_survey
D_7203_7282,7203,トヨタ,7282,豊田合成,direct,エアバッグ・ゴム部品,0.0,,,llm_web_survey
D_7203_7276,7203,トヨタ,7276,小糸製作所,direct,自動車ランプ,0.0,,,llm_web_survey
D_7203_3116,7203,トヨタ,3116,トヨタ紡織,direct,内装・シート,0.0,,,llm_web_survey
D_7203_6473,7203,トヨタ,6473,ジェイテクト,direct,ステアリング・ベアリング,0.0,,,llm_web_survey
D_7203_6995,7203,トヨタ,6995,東海理化電機製作所,direct,スイッチ・セキュリティ部品,0.0,,,llm_web_survey
D_7203_7283,7203,トヨタ,7283,愛三工業,direct,燃料系部品,0.0,,,llm_web_survey
D_7203_7241,7203,トヨタ,7241,フタバ産業,direct,マフラー・プレス部品,0.0,,,llm_web_survey
D_7203_6470,7203,トヨタ,6470,大豊工業,direct,軸受・エンジンメタル,0.0,,,llm_web_survey
D_7203_5482,7203,トヨタ,5482,愛知製鋼,direct,特殊鋼・鍛造品,0.0,,,llm_web_survey
D_7267_7220,7267,ホンダ,7220,武蔵精密工業,direct,パワートレイン部品,0.0,,,llm_web_survey
D_7974_6875,7974,任天堂,6875,メガチップス,direct,カスタムLSI・マスクROM(売上約50%),50.0,,,llm_web_survey
D_7974_6479,7974,任天堂,6479,ミネベアミツミ,direct,モーター・ベアリング・バックライト,0.0,,,llm_web_survey
D_7974_6658,7974,任天堂,6658,シライ電子工業,direct,電子部品(任天堂が大株主・資本関係),0.0,,,llm_web_survey
D_7974_7915,7974,任天堂,7915,NISSHA,direct,静電容量式タッチパネル,0.0,,,llm_web_survey
D_7974_6770,7974,任天堂,6770,アルプスアルパイン,direct,ジョイコン触覚デバイス,0.0,,,llm_web_survey
D_7974_6740,7974,任天堂,6740,ジャパンディスプレイ,direct,本体ディスプレイ,0.0,,,llm_web_survey
D_7974_6963,7974,任天堂,6963,ローム,direct,電源IC・ROM,0.0,,,llm_web_survey
D_7974_6699,7974,任天堂,6699,ダイヤモンドエレクトリックHD,direct,スイッチング電源,0.0,,,llm_web_survey
D_6758_6762,6758,ソニーG,6762,TDK,direct,イメージセンサー周辺受動部品,0.0,,,llm_web_survey
D_6981_6976,6981,村田製作所,6976,太陽誘電,direct,MLCC競合だが需給連動,0.0,,,llm_web_survey
D_1801_1969,1801,大成建設,1969,高砂熱学工業,direct,空調設備サブコン,0.0,,,llm_web_survey
D_1812_1942,1812,鹿島建設,1942,関電工,direct,電気設備サブコン,0.0,,,llm_web_survey
D_4062_6278,4062,イビデン,6278,ユニオンツール,direct,基板製造→PCBドリル供給元(元ネタ連想ペア・NVIDIA→AI基板繋がり),0.0,,,llm_web_survey
D_4063_3436,4063,信越化学,3436,SUMCO,direct,シリコンウエハ同業(需給連動),0.0,,,llm_web_survey
D_5401_5352,5401,日本製鉄,5352,黒崎播磨,direct,製鉄用耐火物,0.0,,,llm_web_survey
D_5401_1515,5401,日本製鉄,1515,日鉄鉱業,direct,鉄鉱石・石灰石,0.0,,,llm_web_survey
D_4188_4114,4188,三菱ケミカルG,4114,日本触媒,direct,アクリル酸原料供給,0.0,,,llm_web_survey
D_4519_4549,4519,中外製薬,4549,栄研化学,direct,検査薬(中外ライセンス品),0.0,,,llm_web_survey
D_4543_7747,4543,テルモ,7747,朝日インテック,direct,カテーテル用ガイドワイヤー,0.0,,,llm_web_survey
D_3382_2918,3382,セブン&iHD,2918,わらべや日洋HD,direct,セブン向け弁当・惣菜(売上ほぼ全量),95.0,,,llm_web_survey
D_9983_3402,9983,ファーストリテイリング,3402,東レ,direct,ヒートテック等機能素材,0.0,,,llm_web_survey
D_2702_2292,2702,マクドナルドHD,2292,エスフーズ,direct,食肉加工供給,0.0,,,llm_web_survey
S_1407_5132_via3286,1407,株式会社ウエストホールディングス,5132,株式会社ｐｌｕｓｚｅｒｏ,sibling,共通需要ドライバー: トラストホールディングス(3286),0,3286,トラストホールディングス,derived_sibling
S_5132_1407_via3286,5132,株式会社ｐｌｕｓｚｅｒｏ,1407,株式会社ウエストホールディングス,sibling,共通需要ドライバー: トラストホールディングス(3286),0,3286,トラストホールディングス,derived_sibling
S_2303_3441_via441A,2303,株式会社ドーン,3441,株式会社　山王,sibling,共通需要ドライバー: ＮＥ(441A),0,441A,ＮＥ,derived_sibling
S_3441_2303_via441A,3441,株式会社　山王,2303,株式会社ドーン,sibling,共通需要ドライバー: ＮＥ(441A),0,441A,ＮＥ,derived_sibling
S_2303_4772_via441A,2303,株式会社ドーン,4772,株式会社ストリームメディアコーポレーション,sibling,共通需要ドライバー: ＮＥ(441A),0,441A,ＮＥ,derived_sibling
S_4772_2303_via441A,4772,株式会社ストリームメディアコーポレーション,2303,株式会社ドーン,sibling,共通需要ドライバー: ＮＥ(441A),0,441A,ＮＥ,derived_sibling
S_2303_4777_via441A,2303,株式会社ドーン,4777,株式会社ガーラ,sibling,共通需要ドライバー: ＮＥ(441A),0,441A,ＮＥ,derived_sibling
S_4777_2303_via441A,4777,株式会社ガーラ,2303,株式会社ドーン,sibling,共通需要ドライバー: ＮＥ(441A),0,441A,ＮＥ,derived_sibling
S_2303_6047_via441A,2303,株式会社ドーン,6047,株式会社Gunosy,sibling,共通需要ドライバー: ＮＥ(441A),0,441A,ＮＥ,derived_sibling
S_6047_2303_via441A,6047,株式会社Gunosy,2303,株式会社ドーン,sibling,共通需要ドライバー: ＮＥ(441A),0,441A,ＮＥ,derived_sibling
S_3441_4772_via441A,3441,株式会社　山王,4772,株式会社ストリームメディアコーポレーション,sibling,共通需要ドライバー: ＮＥ(441A),0,441A,ＮＥ,derived_sibling
S_4772_3441_via441A,4772,株式会社ストリームメディアコーポレーション,3441,株式会社　山王,sibling,共通需要ドライバー: ＮＥ(441A),0,441A,ＮＥ,derived_sibling
S_3441_4777_via441A,3441,株式会社　山王,4777,株式会社ガーラ,sibling,共通需要ドライバー: ＮＥ(441A),0,441A,ＮＥ,derived_sibling
S_4777_3441_via441A,4777,株式会社ガーラ,3441,株式会社　山王,sibling,共通需要ドライバー: ＮＥ(441A),0,441A,ＮＥ,derived_sibling
S_3441_6047_via441A,3441,株式会社　山王,6047,株式会社Gunosy,sibling,共通需要ドライバー: ＮＥ(441A),0,441A,ＮＥ,derived_sibling
S_6047_3441_via441A,6047,株式会社Gunosy,3441,株式会社　山王,sibling,共通需要ドライバー: ＮＥ(441A),0,441A,ＮＥ,derived_sibling
S_4772_4777_via441A,4772,株式会社ストリームメディアコーポレーション,4777,株式会社ガーラ,sibling,共通需要ドライバー: ＮＥ(441A),0,441A,ＮＥ,derived_sibling
S_4777_4772_via441A,4777,株式会社ガーラ,4772,株式会社ストリームメディアコーポレーション,sibling,共通需要ドライバー: ＮＥ(441A),0,441A,ＮＥ,derived_sibling
S_4772_6047_via441A,4772,株式会社ストリームメディアコーポレーション,6047,株式会社Gunosy,sibling,共通需要ドライバー: ＮＥ(441A),0,441A,ＮＥ,derived_sibling
S_6047_4772_via441A,6047,株式会社Gunosy,4772,株式会社ストリームメディアコーポレーション,sibling,共通需要ドライバー: ＮＥ(441A),0,441A,ＮＥ,derived_sibling
S_4777_6047_via441A,4777,株式会社ガーラ,6047,株式会社Gunosy,sibling,共通需要ドライバー: ＮＥ(441A),0,441A,ＮＥ,derived_sibling
S_6047_4777_via441A,6047,株式会社Gunosy,4777,株式会社ガーラ,sibling,共通需要ドライバー: ＮＥ(441A),0,441A,ＮＥ,derived_sibling
S_2337_3624_via4378,2337,いちご株式会社,3624,アクセルマーク株式会社,sibling,共通需要ドライバー: ＣＩＮＣ(4378),0,4378,ＣＩＮＣ,derived_sibling
S_3624_2337_via4378,3624,アクセルマーク株式会社,2337,いちご株式会社,sibling,共通需要ドライバー: ＣＩＮＣ(4378),0,4378,ＣＩＮＣ,derived_sibling
S_2337_6836_via4378,2337,いちご株式会社,6836,ぷらっとホーム株式会社,sibling,共通需要ドライバー: ＣＩＮＣ(4378),0,4378,ＣＩＮＣ,derived_sibling
S_6836_2337_via4378,6836,ぷらっとホーム株式会社,2337,いちご株式会社,sibling,共通需要ドライバー: ＣＩＮＣ(4378),0,4378,ＣＩＮＣ,derived_sibling
S_3624_6836_via4378,3624,アクセルマーク株式会社,6836,ぷらっとホーム株式会社,sibling,共通需要ドライバー: ＣＩＮＣ(4378),0,4378,ＣＩＮＣ,derived_sibling
S_6836_3624_via4378,6836,ぷらっとホーム株式会社,3624,アクセルマーク株式会社,sibling,共通需要ドライバー: ＣＩＮＣ(4378),0,4378,ＣＩＮＣ,derived_sibling
S_3131_4062_via300A,3131,シンデン・ハイテックス株式会社,4062,イビデン株式会社,sibling,共通需要ドライバー: ＭＩＣ(300A),0,300A,ＭＩＣ,derived_sibling
S_4062_3131_via300A,4062,イビデン株式会社,3131,シンデン・ハイテックス株式会社,sibling,共通需要ドライバー: ＭＩＣ(300A),0,300A,ＭＩＣ,derived_sibling
S_3204_3553_via7209,3204,株式会社トーア紡コーポレーション,3553,共和レザー株式会社,sibling,共通需要ドライバー: 林テレンプ(7209),0,7209,林テレンプ,derived_sibling
S_3553_3204_via7209,3553,共和レザー株式会社,3204,株式会社トーア紡コーポレーション,sibling,共通需要ドライバー: 林テレンプ(7209),0,7209,林テレンプ,derived_sibling
S_3416_373A_viaAMZN,3416,ピクスタ株式会社,373A,株式会社リップス,sibling,共通需要ドライバー: Amazon(AMZN),0,AMZN,Amazon,derived_sibling
S_373A_3416_viaAMZN,373A,株式会社リップス,3416,ピクスタ株式会社,sibling,共通需要ドライバー: Amazon(AMZN),0,AMZN,Amazon,derived_sibling
S_3434_7291_via7201,3434,株式会社アルファ,7291,日本プラスト株式会社,sibling,共通需要ドライバー: 日産自動車(7201),0,7201,日産自動車,derived_sibling
S_7291_3434_via7201,7291,日本プラスト株式会社,3434,株式会社アルファ,sibling,共通需要ドライバー: 日産自動車(7201),0,7201,日産自動車,derived_sibling
S_3436_4124_via8053,3436,株式会社ＳＵＭＣＯ,4124,大阪油化工業株式会社,sibling,共通需要ドライバー: 住友商事(8053),0,8053,住友商事,derived_sibling
S_4124_3436_via8053,4124,大阪油化工業株式会社,3436,株式会社ＳＵＭＣＯ,sibling,共通需要ドライバー: 住友商事(8053),0,8053,住友商事,derived_sibling
S_3437_9110_via5401,3437,特殊電極株式会社,9110,ＮＳユナイテッド海運株式会社,sibling,共通需要ドライバー: 日本製鉄(5401),0,5401,日本製鉄,derived_sibling
S_9110_3437_via5401,9110,ＮＳユナイテッド海運株式会社,3437,特殊電極株式会社,sibling,共通需要ドライバー: 日本製鉄(5401),0,5401,日本製鉄,derived_sibling
S_3437_5352_via5401,3437,特殊電極株式会社,5352,黒崎播磨,sibling,共通需要ドライバー: 日本製鉄(5401),0,5401,日本製鉄,derived_sibling
S_5352_3437_via5401,5352,黒崎播磨,3437,特殊電極株式会社,sibling,共通需要ドライバー: 日本製鉄(5401),0,5401,日本製鉄,derived_sibling
S_3437_1515_via5401,3437,特殊電極株式会社,1515,日鉄鉱業,sibling,共通需要ドライバー: 日本製鉄(5401),0,5401,日本製鉄,derived_sibling
S_1515_3437_via5401,1515,日鉄鉱業,3437,特殊電極株式会社,sibling,共通需要ドライバー: 日本製鉄(5401),0,5401,日本製鉄,derived_sibling
S_9110_5352_via5401,9110,ＮＳユナイテッド海運株式会社,5352,黒崎播磨,sibling,共通需要ドライバー: 日本製鉄(5401),0,5401,日本製鉄,derived_sibling
S_5352_9110_via5401,5352,黒崎播磨,9110,ＮＳユナイテッド海運株式会社,sibling,共通需要ドライバー: 日本製鉄(5401),0,5401,日本製鉄,derived_sibling
S_9110_1515_via5401,9110,ＮＳユナイテッド海運株式会社,1515,日鉄鉱業,sibling,共通需要ドライバー: 日本製鉄(5401),0,5401,日本製鉄,derived_sibling
S_1515_9110_via5401,1515,日鉄鉱業,9110,ＮＳユナイテッド海運株式会社,sibling,共通需要ドライバー: 日本製鉄(5401),0,5401,日本製鉄,derived_sibling
S_5352_1515_via5401,5352,黒崎播磨,1515,日鉄鉱業,sibling,共通需要ドライバー: 日本製鉄(5401),0,5401,日本製鉄,derived_sibling
S_1515_5352_via5401,1515,日鉄鉱業,5352,黒崎播磨,sibling,共通需要ドライバー: 日本製鉄(5401),0,5401,日本製鉄,derived_sibling
S_3810_8818_via9434,3810,サイバーステップ株式会社,8818,京阪神ビルディング株式会社,sibling,共通需要ドライバー: ソフトバンク(9434),0,9434,ソフトバンク,derived_sibling
S_8818_3810_via9434,8818,京阪神ビルディング株式会社,3810,サイバーステップ株式会社,sibling,共通需要ドライバー: ソフトバンク(9434),0,9434,ソフトバンク,derived_sibling
S_3920_4356_via2338,3920,アイビーシー株式会社,4356,応用技術株式会社,sibling,共通需要ドライバー: クオンタムソリューションズ(2338),0,2338,クオンタムソリューションズ,derived_sibling
S_4356_3920_via2338,4356,応用技術株式会社,3920,アイビーシー株式会社,sibling,共通需要ドライバー: クオンタムソリューションズ(2338),0,2338,クオンタムソリューションズ,derived_sibling
S_4028_5857_via8031,4028,石原産業株式会社,5857,ＡＲＥホールディングス株式会社,sibling,共通需要ドライバー: 三井物産(8031),0,8031,三井物産,derived_sibling
S_5857_4028_via8031,5857,ＡＲＥホールディングス株式会社,4028,石原産業株式会社,sibling,共通需要ドライバー: 三井物産(8031),0,8031,三井物産,derived_sibling
S_4028_7456_via8031,4028,石原産業株式会社,7456,松田産業株式会社,sibling,共通需要ドライバー: 三井物産(8031),0,8031,三井物産,derived_sibling
S_7456_4028_via8031,7456,松田産業株式会社,4028,石原産業株式会社,sibling,共通需要ドライバー: 三井物産(8031),0,8031,三井物産,derived_sibling
S_5857_7456_via8031,5857,ＡＲＥホールディングス株式会社,7456,松田産業株式会社,sibling,共通需要ドライバー: 三井物産(8031),0,8031,三井物産,derived_sibling
S_7456_5857_via8031,7456,松田産業株式会社,5857,ＡＲＥホールディングス株式会社,sibling,共通需要ドライバー: 三井物産(8031),0,8031,三井物産,derived_sibling
S_4174_4199_viaAAPL,4174,株式会社アピリッツ,4199,ワンダープラネット株式会社,sibling,共通需要ドライバー: Apple(AAPL),0,AAPL,Apple,derived_sibling
S_4199_4174_viaAAPL,4199,ワンダープラネット株式会社,4174,株式会社アピリッツ,sibling,共通需要ドライバー: Apple(AAPL),0,AAPL,Apple,derived_sibling
S_4174_4382_viaAAPL,4174,株式会社アピリッツ,4382,HEROZ株式会社,sibling,共通需要ドライバー: Apple(AAPL),0,AAPL,Apple,derived_sibling
S_4382_4174_viaAAPL,4382,HEROZ株式会社,4174,株式会社アピリッツ,sibling,共通需要ドライバー: Apple(AAPL),0,AAPL,Apple,derived_sibling
S_4174_5244_viaAAPL,4174,株式会社アピリッツ,5244,株式会社jig.jp,sibling,共通需要ドライバー: Apple(AAPL),0,AAPL,Apple,derived_sibling
S_5244_4174_viaAAPL,5244,株式会社jig.jp,4174,株式会社アピリッツ,sibling,共通需要ドライバー: Apple(AAPL),0,AAPL,Apple,derived_sibling
S_4199_4382_viaAAPL,4199,ワンダープラネット株式会社,4382,HEROZ株式会社,sibling,共通需要ドライバー: Apple(AAPL),0,AAPL,Apple,derived_sibling
S_4382_4199_viaAAPL,4382,HEROZ株式会社,4199,ワンダープラネット株式会社,sibling,共通需要ドライバー: Apple(AAPL),0,AAPL,Apple,derived_sibling
S_4199_5244_viaAAPL,4199,ワンダープラネット株式会社,5244,株式会社jig.jp,sibling,共通需要ドライバー: Apple(AAPL),0,AAPL,Apple,derived_sibling
S_5244_4199_viaAAPL,5244,株式会社jig.jp,4199,ワンダープラネット株式会社,sibling,共通需要ドライバー: Apple(AAPL),0,AAPL,Apple,derived_sibling
S_4382_5244_viaAAPL,4382,HEROZ株式会社,5244,株式会社jig.jp,sibling,共通需要ドライバー: Apple(AAPL),0,AAPL,Apple,derived_sibling
S_5244_4382_viaAAPL,5244,株式会社jig.jp,4382,HEROZ株式会社,sibling,共通需要ドライバー: Apple(AAPL),0,AAPL,Apple,derived_sibling
S_4187_4114_via4188,4187,大阪有機化学工業株式会社,4114,日本触媒,sibling,共通需要ドライバー: 三菱ケミカルグループ(4188),0,4188,三菱ケミカルグループ,derived_sibling
S_4114_4187_via4188,4114,日本触媒,4187,大阪有機化学工業株式会社,sibling,共通需要ドライバー: 三菱ケミカルグループ(4188),0,4188,三菱ケミカルグループ,derived_sibling
S_4199_6047_viaGOOGL,4199,ワンダープラネット株式会社,6047,株式会社Gunosy,sibling,共通需要ドライバー: Google(GOOGL),0,GOOGL,Google,derived_sibling
S_6047_4199_viaGOOGL,6047,株式会社Gunosy,4199,ワンダープラネット株式会社,sibling,共通需要ドライバー: Google(GOOGL),0,GOOGL,Google,derived_sibling
S_4199_7082_viaGOOGL,4199,ワンダープラネット株式会社,7082,株式会社ジモティー,sibling,共通需要ドライバー: Google(GOOGL),0,GOOGL,Google,derived_sibling
S_7082_4199_viaGOOGL,7082,株式会社ジモティー,4199,ワンダープラネット株式会社,sibling,共通需要ドライバー: Google(GOOGL),0,GOOGL,Google,derived_sibling
S_5244_6047_viaGOOGL,5244,株式会社jig.jp,6047,株式会社Gunosy,sibling,共通需要ドライバー: Google(GOOGL),0,GOOGL,Google,derived_sibling
S_6047_5244_viaGOOGL,6047,株式会社Gunosy,5244,株式会社jig.jp,sibling,共通需要ドライバー: Google(GOOGL),0,GOOGL,Google,derived_sibling
S_5244_7082_viaGOOGL,5244,株式会社jig.jp,7082,株式会社ジモティー,sibling,共通需要ドライバー: Google(GOOGL),0,GOOGL,Google,derived_sibling
S_7082_5244_viaGOOGL,7082,株式会社ジモティー,5244,株式会社jig.jp,sibling,共通需要ドライバー: Google(GOOGL),0,GOOGL,Google,derived_sibling
S_6047_7082_viaGOOGL,6047,株式会社Gunosy,7082,株式会社ジモティー,sibling,共通需要ドライバー: Google(GOOGL),0,GOOGL,Google,derived_sibling
S_7082_6047_viaGOOGL,7082,株式会社ジモティー,6047,株式会社Gunosy,sibling,共通需要ドライバー: Google(GOOGL),0,GOOGL,Google,derived_sibling
S_4238_5446_via8002,4238,ミライアル株式会社,5446,北越メタル株式会社,sibling,共通需要ドライバー: 丸紅(8002),0,8002,丸紅,derived_sibling
S_5446_4238_via8002,5446,北越メタル株式会社,4238,ミライアル株式会社,sibling,共通需要ドライバー: 丸紅(8002),0,8002,丸紅,derived_sibling
S_4286_6804_via7974,4286,株式会社ＣＬホールディングス,6804,ホシデン株式会社,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_6804_4286_via7974,6804,ホシデン株式会社,4286,株式会社ＣＬホールディングス,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_4286_8150_via7974,4286,株式会社ＣＬホールディングス,8150,三信電気株式会社,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_8150_4286_via7974,8150,三信電気株式会社,4286,株式会社ＣＬホールディングス,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_4286_6875_via7974,4286,株式会社ＣＬホールディングス,6875,メガチップス,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_6875_4286_via7974,6875,メガチップス,4286,株式会社ＣＬホールディングス,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_4286_6479_via7974,4286,株式会社ＣＬホールディングス,6479,ミネベアミツミ,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_6479_4286_via7974,6479,ミネベアミツミ,4286,株式会社ＣＬホールディングス,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_4286_6658_via7974,4286,株式会社ＣＬホールディングス,6658,シライ電子工業,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_6658_4286_via7974,6658,シライ電子工業,4286,株式会社ＣＬホールディングス,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_4286_7915_via7974,4286,株式会社ＣＬホールディングス,7915,NISSHA,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_7915_4286_via7974,7915,NISSHA,4286,株式会社ＣＬホールディングス,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_4286_6770_via7974,4286,株式会社ＣＬホールディングス,6770,アルプスアルパイン,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_6770_4286_via7974,6770,アルプスアルパイン,4286,株式会社ＣＬホールディングス,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_4286_6740_via7974,4286,株式会社ＣＬホールディングス,6740,ジャパンディスプレイ,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_6740_4286_via7974,6740,ジャパンディスプレイ,4286,株式会社ＣＬホールディングス,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_4286_6963_via7974,4286,株式会社ＣＬホールディングス,6963,ローム,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_6963_4286_via7974,6963,ローム,4286,株式会社ＣＬホールディングス,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_4286_6699_via7974,4286,株式会社ＣＬホールディングス,6699,ダイヤモンドエレクトリックHD,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_6699_4286_via7974,6699,ダイヤモンドエレクトリックHD,4286,株式会社ＣＬホールディングス,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_6804_8150_via7974,6804,ホシデン株式会社,8150,三信電気株式会社,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_8150_6804_via7974,8150,三信電気株式会社,6804,ホシデン株式会社,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_6804_6875_via7974,6804,ホシデン株式会社,6875,メガチップス,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_6875_6804_via7974,6875,メガチップス,6804,ホシデン株式会社,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_6804_6479_via7974,6804,ホシデン株式会社,6479,ミネベアミツミ,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_6479_6804_via7974,6479,ミネベアミツミ,6804,ホシデン株式会社,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_6804_6658_via7974,6804,ホシデン株式会社,6658,シライ電子工業,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_6658_6804_via7974,6658,シライ電子工業,6804,ホシデン株式会社,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_6804_7915_via7974,6804,ホシデン株式会社,7915,NISSHA,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_7915_6804_via7974,7915,NISSHA,6804,ホシデン株式会社,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_6804_6770_via7974,6804,ホシデン株式会社,6770,アルプスアルパイン,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_6770_6804_via7974,6770,アルプスアルパイン,6804,ホシデン株式会社,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_6804_6740_via7974,6804,ホシデン株式会社,6740,ジャパンディスプレイ,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_6740_6804_via7974,6740,ジャパンディスプレイ,6804,ホシデン株式会社,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_6804_6963_via7974,6804,ホシデン株式会社,6963,ローム,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_6963_6804_via7974,6963,ローム,6804,ホシデン株式会社,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_6804_6699_via7974,6804,ホシデン株式会社,6699,ダイヤモンドエレクトリックHD,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
S_6699_6804_via7974,6699,ダイヤモンドエレクトリックHD,6804,ホシデン株式会社,sibling,共通需要ドライバー: 任天堂(7974),0,7974,任天堂,derived_sibling
